,Player,Link,StartYear,EndYear,Position,Tenure,Height,Weight,Birthday,All_Star_apps,All_NBA_apps,All_Def_apps,HOF,Games,PPG,TRPG,APG,FG_pct,3_pt_pct,FT_pct,eFG_pct,PER,WS
566,DeMarcus Cousins,/players/c/couside01.html,2011,2019,CF,8,208cm,122kg,1990-08-13,4,2,0,0,565,21.2,10.9,3.2,46.1,33.2,73.7,47.9,22.4,44.1
567,Robert Covington,/players/c/covinro01.html,2014,2020,F,6,201cm,94kg,1990-12-14,0,0,0,0,396,12.7,5.7,1.5,40.6,35.6,81.1,51.8,13.4,21.5
568,Chubby Cox,/players/c/coxch01.html,1983,1983,G,0,188cm,81kg,1955-12-29,0,0,0,0,7,4.1,1.4,0.9,35.1,0.0,50.0,35.1,1.6,-0.2
569,Allen Crabbe,/players/c/crabbal01.html,2014,2020,GF,6,196cm,96kg,1992-04-09,0,0,0,0,381,9.1,2.8,1.1,42.5,38.7,83.1,53.1,10.8,13.7
570,Torrey Craig,/players/c/craigto01.html,2018,2020,GF,2,201cm,100kg,1990-12-19,0,0,0,0,172,5.3,3.4,0.8,45.1,32.0,66.0,53.1,10.4,6.0
571,Chris Crawford,/players/c/crawfch01.html,1998,2004,F,6,206cm,106kg,1975-05-13,0,0,0,0,252,6.6,2.2,0.6,43.7,34.7,82.4,46.2,12.9,6.5
572,Jamal Crawford,/players/c/crawfja01.html,2001,2020,G,19,196cm,83kg,1980-03-20,0,0,0,0,1327,14.6,2.2,3.4,41.0,34.8,86.2,47.7,15.1,60.7
573,Joe Crawford,/players/c/crawfjo01.html,2009,2009,F,0,196cm,95kg,1986-06-17,0,0,0,0,2,4.5,2.0,0.5,30.0,25.0,100.0,35.0,10.8,0.0
574,Jordan Crawford,/players/c/crawfjo02.html,2011,2018,G,7,193cm,88kg,1988-10-23,0,0,0,0,281,12.2,2.5,3.1,41.1,31.7,82.6,46.4,14.1,6.3
575,Mitch Creek,/players/c/creekmi01.html,2019,2019,G,0,196cm,97kg,1992-04-27,0,0,0,0,5,4.2,2.4,1.2,50.0,0.0,71.4,50.0,20.2,0.2
576,Ron Crevier,/players/c/creviro01.html,1986,1986,C,0,213cm,106kg,1958-04-14,0,0,0,0,3,0.0,0.3,0.0,0.0,-,0.0,0.0,-31.7,-0.1
577,Joe Crispin,/players/c/crispjo01.html,2002,2002,G,0,183cm,83kg,1979-07-18,0,0,0,0,21,3.8,0.5,1.2,38.2,38.5,92.3,49.3,17.1,0.4
578,Winston Crite,/players/c/critewi01.html,1988,1989,F,1,201cm,105kg,1965-06-20,0,0,0,0,31,2.8,2.1,0.5,47.9,-,76.0,47.9,9.1,0.1
579,Javaris Crittenton,/players/c/crittja01.html,2008,2009,G,1,196cm,90kg,1987-12-31,0,0,0,0,113,5.3,2.4,1.8,44.2,23.1,63.8,45.4,10.6,0.1
580,Geoff Crompton,/players/c/crompge01.html,1979,1984,C,5,211cm,127kg,1955-07-04,0,0,0,0,82,1.2,1.7,0.3,37.0,-,44.2,37.0,5.6,-0.1
581,Terry Crosby,/players/c/crosbte01.html,1980,1980,G,0,193cm,88kg,1957-01-04,0,0,0,0,4,1.5,0.3,1.8,50.0,-,100.0,50.0,3.5,0.0
582,Austin Croshere,/players/c/croshau01.html,1998,2009,F,11,206cm,106kg,1975-05-01,0,0,0,0,659,6.8,4.0,1.0,40.7,34.0,86.1,46.6,14.3,27.6
583,Jeff Cross,/players/c/crossje01.html,1986,1986,F,0,208cm,108kg,1961-09-01,0,0,0,0,21,1.2,1.4,0.0,25.0,-,56.0,25.0,1.5,-0.1
584,Russell Cross,/players/c/crossru01.html,1984,1984,C,0,208cm,97kg,1961-09-05,0,0,0,0,45,3.7,1.8,0.5,57.1,-,41.8,57.1,15.3,0.8
585,John Crotty,/players/c/crottjo01.html,1993,2003,G,10,185cm,83kg,1969-07-15,0,0,0,0,477,4.0,1.1,2.1,43.1,38.4,83.7,48.1,12.7,12.1
586,Corey Crowder,/players/c/crowdco01.html,1992,1995,GF,3,196cm,97kg,1969-04-13,0,0,0,0,58,2.1,0.8,0.3,36.9,38.2,70.8,42.2,7.6,0.2
587,Jae Crowder,/players/c/crowdja01.html,2013,2020,F,7,198cm,106kg,1990-07-06,0,0,0,0,608,9.6,4.1,1.5,42.1,34.0,77.8,51.2,12.9,32.5
588,Jarrett Culver,/players/c/culveja01.html,2020,2020,G,0,198cm,88kg,1999-02-20,0,0,0,0,63,9.2,3.4,1.7,40.4,29.9,46.2,46.2,9.6,-0.1
589,Pat Cummings,/players/c/cummipa01.html,1980,1991,FC,11,206cm,104kg,1956-07-11,0,0,0,0,683,9.6,5.6,1.2,49.7,0.0,73.7,49.7,13.3,22.6
590,Terry Cummings,/players/c/cummite01.html,1983,2000,F,17,206cm,99kg,1961-03-15,2,2,0,0,1183,16.4,7.3,1.9,48.4,29.5,70.6,48.5,18.3,91.1
591,Vonteego Cummings,/players/c/cummivo01.html,2000,2002,G,2,190cm,83kg,1976-02-29,0,0,0,0,199,6.9,1.9,2.7,38.3,32.1,72.6,42.3,11.8,2.2
592,Dante Cunningham,/players/c/cunnida01.html,2010,2019,F,9,203cm,104kg,1987-04-22,0,0,0,0,715,5.8,3.7,0.7,46.9,34.5,64.9,49.8,11.1,24.9
593,Jared Cunningham,/players/c/cunnija01.html,2013,2016,G,3,193cm,88kg,1991-05-22,0,0,0,0,84,2.3,0.7,0.5,34.7,30.6,67.4,40.2,6.8,0.2
594,William Cunningham,/players/c/cunniwi01.html,1998,1999,C,1,211cm,113kg,1974-03-25,0,0,0,0,23,0.6,1.7,0.1,25.9,-,0.0,25.9,2.2,-0.1
595,Radisav Ćurčić,/players/c/curcira01.html,1993,1993,C,0,208cm,124kg,1965-09-26,0,0,0,0,20,2.9,2.5,0.6,39.0,-,72.2,39.0,13.5,0.3
596,Earl Cureton,/players/c/curetea01.html,1981,1997,FC,16,206cm,95kg,1957-09-03,0,0,0,0,674,5.4,4.7,1.0,47.3,0.0,53.8,47.3,10.4,14.4
597,Bill Curley,/players/c/curlebi01.html,1995,2001,F,6,206cm,99kg,1972-05-29,0,0,0,0,147,2.7,2.0,0.4,44.4,22.2,74.3,44.6,8.2,1.6
598,Dell Curry,/players/c/curryde01.html,1987,2002,G,15,193cm,86kg,1964-06-25,0,0,0,0,1083,11.7,2.4,1.8,45.7,40.2,84.3,51.3,16.0,41.5
599,Eddy Curry,/players/c/curryed01.html,2002,2013,C,11,213cm,133kg,1982-12-05,0,0,0,0,527,12.9,5.2,0.5,54.5,100.0,64.2,54.5,15.9,21.7
600,JamesOn Curry,/players/c/curryja01.html,2010,2010,G,0,190cm,86kg,1986-01-07,0,0,0,0,1,0.0,0.0,0.0,-,-,-,-,-,0.0
601,Michael Curry,/players/c/currymi01.html,1994,2005,FG,11,196cm,95kg,1968-08-22,0,0,0,0,667,4.5,1.6,1.2,44.7,29.8,82.5,46.3,7.5,17.8
602,Seth Curry,/players/c/curryse01.html,2014,2020,G,6,188cm,83kg,1990-08-23,0,0,0,0,256,10.1,2.0,1.7,47.5,44.3,83.8,58.8,14.3,12.7
603,Stephen Curry,/players/c/curryst01.html,2010,2020,G,10,190cm,83kg,1988-03-14,6,6,0,0,699,23.5,4.5,6.6,47.6,43.5,90.6,58.1,23.8,103.2
604,Rastko Cvetković,/players/c/cvetkra01.html,1996,1996,C,0,216cm,117kg,1970-06-22,0,0,0,0,14,0.7,0.8,0.2,31.3,0.0,0.0,31.3,2.1,-0.1
605,Quintin Dailey,/players/d/dailequ01.html,1983,1992,G,9,190cm,81kg,1961-01-22,0,0,0,0,528,14.1,2.5,2.3,45.4,15.8,77.9,45.6,15.1,12.7
606,Samuel Dalembert,/players/d/dalemsa01.html,2002,2015,C,13,211cm,115kg,1981-05-10,0,0,0,0,886,7.7,7.8,0.5,52.1,8.3,70.6,52.1,15.4,51.3
607,Erick Dampier,/players/d/dampier01.html,1997,2012,C,15,211cm,120kg,1975-07-14,0,0,0,0,987,7.4,7.1,0.8,49.8,12.5,62.6,49.8,14.3,52.7
608,Antonio Daniels,/players/d/daniean01.html,1998,2011,G,13,193cm,88kg,1975-03-19,0,0,0,0,872,7.6,1.8,3.4,44.4,31.1,79.3,47.9,14.6,47.0
609,Erik Daniels,/players/d/danieer01.html,2005,2005,F,0,203cm,97kg,1982-04-01,0,0,0,0,21,0.6,0.9,0.2,33.3,50.0,-,36.1,4.6,-0.1
610,Lloyd Daniels,/players/d/daniell01.html,1993,1998,G,5,201cm,92kg,1967-09-04,0,0,0,0,200,7.1,2.2,1.6,40.3,31.6,74.3,45.8,11.5,3.3
611,Marquis Daniels,/players/d/daniema01.html,2004,2013,GF,9,198cm,90kg,1981-01-07,0,0,0,0,548,7.9,2.8,1.8,45.1,23.5,72.1,46.4,12.9,16.5
612,Troy Daniels,/players/d/danietr01.html,2014,2020,G,6,193cm,90kg,1991-07-15,0,0,0,0,339,6.6,1.3,0.5,40.1,39.5,79.9,54.6,10.4,5.1
613,Sasha Danilović,/players/d/danilsa01.html,1996,1997,G,1,196cm,90kg,1970-02-26,0,0,0,0,75,12.8,2.4,2.0,43.9,37.9,78.9,51.8,11.7,4.2
614,Yinka Dare,/players/d/dareyi01.html,1995,1998,C,3,213cm,120kg,1972-10-10,0,0,0,0,110,2.1,2.6,0.0,39.6,-,57.0,39.6,6.2,-0.7
615,Luigi Datome,/players/d/datomlu01.html,2014,2015,F,1,203cm,97kg,1987-11-27,0,0,0,0,55,3.4,1.4,0.4,41.4,31.6,81.8,48.1,11.3,0.3
616,Brad Daugherty,/players/d/daughbr01.html,1987,1994,C,7,213cm,111kg,1965-10-19,5,0,0,0,548,19.0,9.5,3.7,53.2,14.3,74.7,53.2,18.9,65.2
617,Kornél Dávid,/players/d/davidko01.html,1999,2001,F,2,206cm,106kg,1971-10-22,0,0,0,0,109,5.0,2.8,0.6,44.6,0.0,81.7,44.6,12.5,2.5
618,Jermareo Davidson,/players/d/davidje01.html,2008,2009,F,1,208cm,104kg,1984-11-15,0,0,0,0,52,3.1,1.8,0.3,42.5,-,57.8,42.5,10.5,0.0
619,Brandon Davies,/players/d/daviebr01.html,2014,2015,F,1,208cm,108kg,1991-07-25,0,0,0,0,78,3.7,2.5,0.7,41.1,22.7,64.4,43.0,8.7,0.3
620,Anthony Davis,/players/d/davisan02.html,2013,2020,FC,7,208cm,114kg,1993-03-11,7,4,4,0,528,24.0,10.4,2.2,51.5,31.9,80.2,52.9,27.4,83.1
621,Antonio Davis,/players/d/davisan01.html,1994,2006,FC,12,206cm,97kg,1968-10-31,1,0,0,0,903,10.0,7.5,1.1,44.8,8.7,72.7,44.8,14.1,59.6
622,Baron Davis,/players/d/davisba01.html,2000,2012,G,12,190cm,94kg,1979-04-13,2,0,0,0,835,16.1,3.8,7.2,40.9,32.0,71.1,46.5,17.8,63.1
623,Ben Davis,/players/d/davisbe01.html,1997,2000,F,3,206cm,108kg,1972-12-26,0,0,0,0,40,1.4,1.3,0.1,35.6,-,46.2,35.6,12.5,0.1
624,Brian Davis,/players/d/davisbr02.html,1994,1994,FG,0,201cm,90kg,1970-06-21,0,0,0,0,68,1.9,0.8,0.3,31.7,33.3,73.5,32.1,9.2,0.0
625,Charles Davis,/players/d/davisch02.html,1982,1990,F,8,201cm,97kg,1958-10-05,0,0,0,0,415,5.3,2.4,0.7,45.1,17.0,73.7,45.5,11.6,5.8
626,Dale Davis,/players/d/davisda01.html,1992,2007,FC,15,211cm,104kg,1969-03-25,1,0,0,0,1094,8.0,7.9,0.9,53.0,0.0,56.2,53.0,15.2,86.9
627,Deyonta Davis,/players/d/davisde01.html,2017,2019,CF,2,211cm,107kg,1996-12-02,0,0,0,0,107,4.2,3.2,0.4,59.9,0.0,63.5,59.9,15.4,3.6
628,Ed Davis,/players/d/davised01.html,2011,2020,F,9,206cm,98kg,1989-06-05,0,0,0,0,668,6.3,6.6,0.8,56.8,0.0,58.3,56.8,16.5,41.9
629,Emanual Davis,/players/d/davisem01.html,1997,2003,G,6,193cm,88kg,1968-08-27,0,0,0,0,226,4.9,1.9,1.8,39.4,35.2,78.7,47.1,9.6,2.5
630,Glen Davis,/players/d/davisgl01.html,2008,2015,FC,7,206cm,131kg,1986-01-01,0,0,0,0,514,8.0,4.4,0.9,44.7,18.2,70.0,44.8,12.4,18.6
631,Harry Davis,/players/d/davisha01.html,1979,1980,F,1,201cm,99kg,1956-01-27,0,0,0,0,44,4.0,1.6,0.4,43.6,-,68.9,43.6,10.3,0.3
632,Hubert Davis,/players/d/davishu01.html,1993,2004,G,11,196cm,83kg,1970-05-17,0,0,0,0,685,8.2,1.5,1.7,45.8,44.1,83.7,53.7,11.8,27.7
633,Josh Davis,/players/d/davisjo02.html,2004,2012,F,8,203cm,106kg,1980-08-10,0,0,0,0,67,2.3,1.7,0.3,37.3,32.9,72.4,45.0,11.0,0.8
634,Mark Davis,/players/d/davisma01.html,1989,1989,FG,0,198cm,88kg,1963-06-08,0,0,0,0,33,3.8,1.1,0.4,48.0,10.0,82.4,48.5,15.0,0.7
635,Mark Davis,/players/d/davisma02.html,1996,2000,GF,4,201cm,95kg,1973-04-26,0,0,0,0,230,5.5,3.0,1.3,44.2,24.6,65.5,45.5,11.9,2.3
636,Mike Davis,/players/d/davismi03.html,1983,1983,F,0,208cm,104kg,1956-08-02,0,0,0,0,8,1.8,1.3,0.0,40.0,-,60.0,40.0,21.1,0.1
637,Monti Davis,/players/d/davismo01.html,1981,1981,F,0,201cm,92kg,1958-07-26,0,0,0,0,2,1.5,2.0,0.0,20.0,-,20.0,20.0,4.5,-0.1
638,Paul Davis,/players/d/davispa01.html,2007,2010,C,3,211cm,122kg,1984-07-21,0,0,0,0,82,2.6,1.9,0.4,40.2,0.0,73.2,40.2,10.6,0.5
639,Ricky Davis,/players/d/davisri01.html,1999,2010,G,11,198cm,88kg,1979-09-23,0,0,0,0,736,13.5,3.5,3.3,44.6,36.1,78.1,48.0,14.7,28.0
640,Terence Davis,/players/d/daviste02.html,2020,2020,G,0,193cm,91kg,1997-05-16,0,0,0,0,72,7.5,3.3,1.6,45.6,38.8,86.4,56.4,13.8,3.1
641,Terry Davis,/players/d/daviste01.html,1990,2001,FC,11,206cm,102kg,1967-06-17,0,0,0,0,480,6.4,6.0,0.6,47.2,15.8,60.5,47.3,10.9,12.1
642,Tyler Davis,/players/d/davisty01.html,2019,2019,C,0,208cm,120kg,1997-05-22,0,0,0,0,1,0.0,1.0,0.0,0.0,-,-,0.0,0.0,0.0
643,Andre Dawkins,/players/d/dawkian01.html,2015,2015,G,0,196cm,97kg,1991-09-19,0,0,0,0,4,0.8,0.5,0.3,16.7,16.7,-,25.0,-5.0,-0.1
644,Johnny Dawkins,/players/d/dawkijo01.html,1987,1995,G,8,188cm,74kg,1963-09-28,0,0,0,0,541,11.1,2.5,5.5,45.6,33.0,85.7,47.4,14.7,21.8
645,Paul Dawkins,/players/d/dawkipa01.html,1980,1980,F,0,196cm,86kg,1957-06-10,0,0,0,0,57,5.5,2.2,1.4,47.0,20.0,68.8,47.2,11.0,-0.1
646,Branden Dawson,/players/d/dawsobr01.html,2016,2016,F,0,198cm,102kg,1993-02-01,0,0,0,0,6,0.8,0.7,0.0,40.0,-,100.0,40.0,7.1,0.0
647,Eric Dawson,/players/d/dawsoer01.html,2012,2012,F,0,206cm,113kg,1984-07-07,0,0,0,0,4,3.8,2.5,0.0,58.3,-,50.0,58.3,14.6,0.1
648,Tony Dawson,/players/d/dawsoto01.html,1991,1995,F,4,201cm,97kg,1967-08-25,0,0,0,0,6,2.8,0.8,0.2,46.7,50.0,100.0,53.3,11.6,0.0
649,Todd Day,/players/d/dayto01.html,1993,2001,GF,8,198cm,85kg,1970-01-07,0,0,0,0,483,12.3,3.4,1.5,40.6,34.5,73.9,46.2,14.1,17.5
650,Austin Daye,/players/d/dayeau01.html,2010,2015,F,5,211cm,99kg,1988-06-05,0,0,0,0,293,5.2,2.6,0.7,40.2,35.1,77.8,46.9,11.6,4.5
651,Darren Daye,/players/d/dayeda01.html,1984,1988,FG,4,203cm,99kg,1960-11-30,0,0,0,0,328,6.8,2.6,2.0,49.1,11.8,68.1,49.1,13.9,9.3
652,Nando De Colo,/players/d/decolna01.html,2013,2014,G,1,196cm,90kg,1987-06-23,0,0,0,0,119,3.8,1.8,1.7,42.9,36.3,83.5,49.1,11.8,2.4
653,Andrew DeClercq,/players/d/declean01.html,1996,2005,FC,9,208cm,104kg,1973-02-01,0,0,0,0,587,4.8,4.2,0.6,50.7,0.0,62.1,50.7,12.1,19.3
654,DeMar DeRozan,/players/d/derozde01.html,2010,2020,GF,10,198cm,99kg,1989-08-07,4,2,0,0,820,20.0,4.4,3.6,45.8,28.2,82.9,47.1,18.2,67.5
655,Greg Deane,/players/d/deanegr01.html,1980,1980,G,0,193cm,86kg,1957-12-06,0,0,0,0,7,1.4,0.9,0.9,18.2,100.0,71.4,22.7,4.5,-0.1
656,Dewayne Dedmon,/players/d/dedmode01.html,2014,2020,C,6,213cm,111kg,1989-08-12,0,0,0,0,394,6.4,6.0,0.7,51.6,33.3,73.2,55.6,14.7,17.6
657,Terry Dehere,/players/d/deherte01.html,1994,1999,G,5,188cm,86kg,1971-09-12,0,0,0,0,402,8.0,1.5,2.6,41.1,37.8,77.9,47.3,12.7,7.3
658,Bryce Dejean-Jones,/players/d/dejeabr01.html,2016,2016,G,0,198cm,94kg,1992-08-21,0,0,0,0,14,5.6,3.4,1.1,40.6,37.5,52.4,49.3,9.6,0.2
659,Sam Dekker,/players/d/dekkesa01.html,2016,2019,F,3,206cm,104kg,1994-05-06,0,0,0,0,200,5.5,3.0,0.8,47.8,28.8,60.6,52.5,12.7,5.4
660,Vinny Del Negro,/players/d/delnevi01.html,1989,2002,G,13,193cm,83kg,1966-08-09,0,0,0,0,771,9.1,2.3,3.2,47.5,35.9,84.0,49.5,13.5,40.6
661,Malcolm Delaney,/players/d/delanma01.html,2017,2018,G,1,190cm,86kg,1989-03-11,0,0,0,0,127,5.7,1.8,2.8,37.7,30.8,80.5,43.1,8.9,1.1
662,Bison Dele,/players/d/delebi01.html,1992,1999,FC,7,206cm,106kg,1969-04-06,0,0,0,0,413,11.0,6.2,1.1,52.8,14.3,69.1,52.8,16.5,22.8
663,Carlos Delfino,/players/d/delfica01.html,2005,2013,G,8,198cm,104kg,1982-08-29,0,0,0,0,507,8.1,3.6,1.7,40.1,36.5,75.8,49.4,12.6,22.5
664,Ángel Delgado,/players/d/delgaan01.html,2019,2019,C,0,208cm,111kg,1994-11-20,0,0,0,0,2,1.5,2.0,0.0,20.0,-,50.0,20.0,4.3,0.0
665,Tony Delk,/players/d/delkto01.html,1997,2006,G,9,185cm,85kg,1974-01-28,0,0,0,0,545,9.1,2.5,1.9,40.8,34.3,76.9,45.9,13.7,19.5
666,Matthew Dellavedova,/players/d/dellama01.html,2014,2020,G,6,190cm,90kg,1990-09-08,0,0,0,0,434,5.6,1.8,3.7,38.9,36.8,83.8,47.9,9.8,10.1
667,Fennis Dembo,/players/d/dembofe01.html,1989,1989,F,0,196cm,97kg,1966-01-24,0,0,0,0,31,1.2,0.7,0.2,33.3,0.0,80.0,33.3,7.8,-0.1
668,Larry Demic,/players/d/demicla01.html,1980,1982,FC,2,206cm,102kg,1957-06-27,0,0,0,0,206,4.7,3.9,0.5,45.9,0.0,58.0,45.9,8.1,1.4
669,Dell Demps,/players/d/dempsde01.html,1994,1997,G,3,190cm,92kg,1970-02-12,0,0,0,0,20,3.0,0.5,0.5,50.0,33.3,76.2,51.2,14.4,0.1
670,Luol Deng,/players/d/denglu01.html,2005,2019,F,14,206cm,107kg,1985-04-16,2,0,0,0,902,14.8,6.1,2.3,45.6,33.2,76.9,48.5,15.4,74.0
671,Kenny Dennard,/players/d/dennake01.html,1982,1984,F,2,203cm,99kg,1958-10-18,0,0,0,0,95,2.8,3.0,1.0,42.9,30.0,64.4,43.5,9.3,1.4
672,Justin Dentmon,/players/d/dentmju01.html,2012,2013,G,1,180cm,83kg,1985-09-05,0,0,0,0,8,3.3,1.0,1.3,33.3,14.3,66.7,36.7,3.8,-0.1
673,Marcus Derrickson,/players/d/derrima01.html,2019,2019,F,0,201cm,112kg,1996-02-01,0,0,0,0,11,4.2,1.2,0.1,48.5,50.0,80.0,63.6,19.4,0.2
674,Donte DiVincenzo,/players/d/divindo01.html,2019,2020,G,1,193cm,92kg,1997-01-31,0,0,0,0,93,8.0,4.1,2.0,44.5,31.8,73.5,52.8,13.0,4.9
675,Derrick Dial,/players/d/dialde01.html,2000,2004,G,4,193cm,83kg,1975-12-20,0,0,0,0,82,3.1,1.6,0.8,37.2,19.0,67.2,38.6,12.2,0.6
676,Cheick Diallo,/players/d/diallch01.html,2017,2020,F,3,203cm,99kg,1996-09-13,0,0,0,0,180,5.3,4.2,0.4,59.8,28.6,77.2,60.0,17.1,6.3
677,Hamidou Diallo,/players/d/diallha01.html,2019,2020,G,1,196cm,91kg,1998-07-31,0,0,0,0,97,5.2,2.7,0.5,44.9,24.7,60.7,47.1,9.6,1.2
678,Boris Diaw,/players/d/diawbo01.html,2004,2017,FC,13,203cm,113kg,1982-04-16,0,0,0,0,1064,8.6,4.4,3.5,49.3,33.6,71.7,52.4,12.9,51.6
679,Yakhouba Diawara,/players/d/diawaya01.html,2007,2010,GF,3,201cm,102kg,1982-08-29,0,0,0,0,187,3.5,1.4,0.7,35.7,30.1,65.0,45.0,6.1,1.7
680,Guillermo Díaz,/players/d/diazgu01.html,2008,2008,G,0,188cm,87kg,1985-03-04,0,0,0,0,6,0.8,0.3,0.2,25.0,0.0,60.0,25.0,9.9,0.0
681,Dan Dickau,/players/d/dickada01.html,2003,2008,G,5,183cm,86kg,1978-09-16,0,0,0,0,300,5.8,1.4,2.5,40.1,34.1,83.1,46.0,12.9,5.9
682,Kaniel Dickens,/players/d/dickeka01.html,2004,2008,F,4,203cm,97kg,1978-07-21,0,0,0,0,19,1.2,0.6,0.1,40.0,33.3,75.0,47.5,9.0,0.1
683,Michael Dickerson,/players/d/dickemi01.html,1999,2003,GF,4,196cm,86kg,1975-06-25,0,0,0,0,212,15.4,2.9,2.6,43.2,40.2,78.4,48.3,13.4,9.6
684,Travis Diener,/players/d/dienetr01.html,2006,2010,G,4,185cm,79kg,1982-03-01,0,0,0,0,179,4.8,1.4,2.4,38.8,35.3,84.7,49.5,12.5,5.6
685,Gorgui Dieng,/players/d/dienggo01.html,2014,2020,C,6,208cm,114kg,1990-01-18,0,0,0,0,515,7.9,6.1,1.4,50.0,34.2,78.8,51.8,16.2,27.4
686,Mickey Dillard,/players/d/dillami01.html,1982,1982,G,0,190cm,77kg,1958-10-15,0,0,0,0,33,2.2,0.5,1.0,36.7,0.0,65.2,36.7,7.0,-0.2
687,Byron Dinkins,/players/d/dinkiby01.html,1990,1991,G,1,185cm,77kg,1967-06-15,0,0,0,0,45,3.4,1.2,2.1,40.6,11.1,87.2,40.9,9.1,0.3
688,Spencer Dinwiddie,/players/d/dinwisp01.html,2015,2020,G,5,196cm,97kg,1993-04-06,0,0,0,0,317,12.9,2.8,5.0,41.0,31.8,79.3,47.9,15.5,18.3
689,Ike Diogu,/players/d/dioguik01.html,2006,2012,F,6,203cm,113kg,1983-09-11,0,0,0,0,225,6.0,3.1,0.3,50.9,50.0,78.6,51.0,15.6,6.5
690,DeSagana Diop,/players/d/diopde01.html,2002,2013,C,11,213cm,136kg,1982-01-30,0,0,0,0,601,2.0,3.7,0.4,42.7,16.7,46.7,42.8,9.8,12.8
691,Vlade Divac,/players/d/divacvl01.html,1990,2005,C,15,216cm,110kg,1968-02-03,1,0,0,Hall of Fame,1134,11.8,8.2,3.1,49.5,23.5,69.2,50.0,17.7,96.4
692,Juan Dixon,/players/d/dixonju01.html,2003,2009,G,6,190cm,74kg,1978-10-09,0,0,0,0,436,8.4,1.9,1.8,41.3,34.1,83.3,46.1,12.8,6.1
693,Michael Doleac,/players/d/doleami01.html,1999,2008,C,9,211cm,118kg,1977-06-15,0,0,0,0,587,4.9,3.3,0.6,43.9,12.5,79.1,43.9,10.8,12.7
694,James Donaldson,/players/d/donalja01.html,1981,1995,C,14,218cm,124kg,1957-08-16,1,0,0,0,957,8.6,7.8,0.8,57.1,-,73.2,57.1,13.8,62.3
695,Luka Dončić,/players/d/doncilu01.html,2019,2020,GF,1,201cm,104kg,1999-02-28,1,0,0,0,133,24.7,8.5,7.3,44.5,32.1,73.7,51.5,23.3,13.7
696,Billy Donovan,/players/d/donovbi01.html,1988,1988,G,0,180cm,77kg,1965-05-30,0,0,0,0,44,2.4,0.6,2.0,40.4,0.0,81.0,40.4,8.7,-0.1
697,Keyon Dooling,/players/d/doolike01.html,2001,2013,G,12,190cm,88kg,1980-05-08,0,0,0,0,728,7.0,1.3,2.2,41.6,34.9,79.9,46.7,11.5,18.5
698,Aleksandar Đorđević,/players/d/djordal01.html,1997,1997,G,0,188cm,89kg,1967-08-26,0,0,0,0,8,3.1,0.6,0.6,50.0,71.4,80.0,65.6,12.5,0.1
699,Joey Dorsey,/players/d/dorsejo01.html,2009,2015,F,6,203cm,121kg,1983-12-16,0,0,0,0,130,2.6,3.9,0.4,53.4,0.0,37.5,53.4,12.1,2.9
700,Tyler Dorsey,/players/d/dorsety01.html,2018,2019,G,1,196cm,83kg,1996-02-18,0,0,0,0,104,6.7,2.3,1.3,38.9,35.0,66.9,47.8,10.5,1.0
701,Luguentz Dort,/players/d/dortlu01.html,2020,2020,G,0,190cm,99kg,1999-04-19,0,0,0,0,36,6.8,2.3,0.8,39.4,29.7,79.2,46.3,7.6,0.8
702,Damyean Dotson,/players/d/dotsoda01.html,2018,2020,G,2,196cm,95kg,1994-05-06,0,0,0,0,165,7.8,2.6,1.4,41.9,36.1,72.1,51.0,10.9,3.1
703,Quincy Douby,/players/d/doubyqu01.html,2007,2009,G,2,190cm,79kg,1984-05-16,0,0,0,0,143,4.1,1.1,0.7,38.9,31.2,88.4,44.8,9.7,0.0
704,Bruce Douglas,/players/d/douglbr01.html,1987,1987,G,0,190cm,88kg,1964-04-09,0,0,0,0,8,1.8,1.8,2.1,29.2,0.0,0.0,29.2,5.7,-0.2
705,John Douglas,/players/d/dougljo01.html,1982,1983,G,1,188cm,77kg,1956-06-12,0,0,0,0,67,6.7,1.4,2.2,46.1,31.1,66.3,48.5,12.0,0.5
706,Sherman Douglas,/players/d/douglsh01.html,1990,2001,G,11,183cm,81kg,1966-09-15,0,0,0,0,765,11.0,2.2,5.9,48.4,26.7,67.8,49.5,15.1,32.9
707,Toney Douglas,/players/d/douglto01.html,2010,2017,G,7,188cm,88kg,1986-03-16,0,0,0,0,394,7.6,2.2,2.3,40.4,35.4,82.4,48.6,13.2,12.1
708,Chris Douglas-Roberts,/players/d/douglch01.html,2009,2015,G,6,201cm,90kg,1987-01-08,0,0,0,0,222,7.1,2.1,1.1,43.9,32.9,83.1,47.1,11.5,5.4
709,Sekou Doumbouya,/players/d/doumbse01.html,2020,2020,F,0,203cm,104kg,2000-12-23,0,0,0,0,38,6.4,3.1,0.5,39.0,28.6,67.4,44.9,6.2,-0.3
710,Zabian Dowdell,/players/d/dowdeza01.html,2011,2011,G,0,190cm,86kg,1984-09-10,0,0,0,0,24,5.0,0.8,2.1,40.8,30.0,94.1,42.0,11.7,-0.1
711,Milton Doyle,/players/d/doylemi01.html,2018,2018,G,0,193cm,83kg,1993-10-31,0,0,0,0,10,3.4,1.8,1.0,27.7,17.4,50.0,31.9,5.2,-0.1
712,PJ Dozier,/players/d/doziepj01.html,2018,2020,G,2,198cm,92kg,1996-10-25,0,0,0,0,37,5.1,2.0,1.8,41.1,33.3,71.0,46.4,12.0,0.5
